example_id,text,category
tr_6066a7a2d6,My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,direct_debit_payment_not_recognised
tr_eceaada9cc,Can you close my account please?,terminate_account
tr_498d359f57,Why hasn't my friend's transaction arrive yet?,transfer_not_received_by_recipient
tr_4137c4ba7f,How do I report a cash withdrawal that wasn't me?,cash_withdrawal_not_recognised
tr_fde3cc6ea5,Where can I deposit cash to top up?,top_up_by_cash_or_cheque
tr_b71af7e1b6,"Is there something wrong with my card payment? It's been pending a really, really long time.",pending_card_payment
tr_b8d9564a7b,"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",balance_not_updated_after_cheque_or_cash_deposit
tr_f9b87a362c,can you tell me where to find the top-up verification code?,verify_top_up
tr_8ff0ff84a3,Why should I verify the top-up?,verify_top_up
tr_299e517cbe,Why do you need verification for my identity?,why_verify_identity
tr_2ca0368831,Can I change my card PIN?,change_pin
tr_0449f84c62,"There must have been a mistake, why was I charged an extra pound?",extra_charge_on_statement
tr_113a9e4cc3,Will you charge me more if I use a European bank card for a top up?,top_up_by_card_charge
tr_613d6a26e6,"There is a fee for a transfer, please explain that to me.",transfer_fee_charged
tr_12099b4700,I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,transfer_fee_charged
tr_682f83cf4e,Please tell me why the purchase I made online returned payment. I really wanted this item and I've been trying for 2 weeks.,reverted_card_payment?
tr_deeae7c816,who can put money in my account?,verify_source_of_funds
tr_59a4ea965c,Why do I need to have my identity verified?,why_verify_identity
tr_51e9a9b07c,I'm being asked for a verification code. Where do I find it?,verify_top_up
tr_b79a2e8509,A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?,direct_debit_payment_not_recognised
tr_a044f64068,What do I need to do to get my new card which I have requested 2 weeks ago?,card_arrival
tr_82693725b4,How soon will I get my card?,card_delivery_estimate
tr_ecec8e21b0,What ATMs use this card?,atm_support
tr_11ea8c49c9,How do I link my new card?,card_linking
tr_7feeed6a2e,Looks like my card payment was cancelled.,reverted_card_payment?
tr_87cb14f6d0,What are then rules on beneficiaries?,beneficiary_not_allowed
tr_0572b89e9e,i withdrew cash and dont see it reflected on the balance,pending_cash_withdrawal
tr_f114407e37,"I made a mistake on the last transfer I made, who must I speak with to cancel?",cancel_transfer
tr_069cead0ec,Why is this payment pending?,pending_card_payment
tr_7f24680816,"While doing a transfer, it says declined.",declined_transfer
tr_d8434aac3a,I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged
tr_edb98f633d,I can't get a contactless payment to work.,contactless_not_working
tr_5cd22bf37e,Can I change my PIN at any cash machines?,change_pin
tr_c280a51ca9,What is my source of funds?,verify_source_of_funds
tr_9ba8cd87ed,I think the bank made a mistake on the exchange rates,wrong_exchange_rate_for_cash_withdrawal
tr_77e9b205b9,"Visa and MasterCard, can I get them both?",visa_or_mastercard
tr_3c4533691d,Is there a fee to add money to an international card?,top_up_by_card_charge
tr_444e7b2854,I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient
tr_d2aff4eb8b,From which age can my kids use your service?,age_limit
tr_19838dd55f,"help, I see money missing I didn't take out.",cash_withdrawal_not_recognised
tr_9bde7e434b,Please can i get a disposable virtual card as well?,get_disposable_virtual_card
tr_ba8edf509e,Why is my identity verification process not working?,unable_to_verify_identity
tr_4aeb795b76,Can I have my money refunded for an item,request_refund
tr_3fd50129f3,"I don't recognize this payment on my app, I am sure I didn't spend any money there.",card_payment_not_recognised
tr_b8232f5f67,I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,declined_transfer
tr_44b5d140ef,My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate
tr_7eed0bab82,How do I change the PIN?,change_pin
tr_b8f7db7930,Why would you cancel my transfer?,declined_transfer
tr_4f80165629,Can I edit my details?,edit_personal_details
tr_a78075feeb,Is my PIN the same thing as my passcode?,get_physical_card
tr_83174efb58,Please check to see if the band transfer I made a while ago from my UK account has safely arrived.,balance_not_updated_after_bank_transfer
tr_7559604a6c,Is there a limit for the amount I can top up?,top_up_limits
tr_c5f920c640,My payment shows that it is pending will I be charged more money?,pending_transfer
tr_b656c5616e,"I need to refund my item, can you please help?",request_refund
tr_33d1b8e252,Why was I double charged?,transaction_charged_twice
tr_f3370d278f,"Someone withdrew money from my account, and it wasn't me.",cash_withdrawal_not_recognised
tr_ac03c2c93d,What fiat currencies are used for holdings?,fiat_currency_support
tr_8ab03a3eeb,Will I be fined for topping up by transfer?,top_up_by_bank_transfer_charge
tr_097dfe7f23,How do I avoid a fee to use an ATM?,cash_withdrawal_charge
tr_0c1e4d2048,Does my top up and apple pay work together?,apple_pay_or_google_pay
tr_7944bd8299,Which currencies will you exchange?,fiat_currency_support
tr_3473a265b1,There is a direct debit payment I don't recognize.,direct_debit_payment_not_recognised
tr_9828d9c23d,My credit card was declined for top-up. Can you see if there is enough funds in my account?,top_up_failed
tr_e344559537,Cancel a transaction,cancel_transfer
tr_c6b35ec6c6,How do I access the option to top up?,automatic_top_up
tr_a57264958f,I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,declined_cash_withdrawal
tr_f73ceee7bb,i need a virtual card,getting_virtual_card
tr_2a2e82bad5,My refund isn't showing up on my statement.,Refund_not_showing_up
tr_78d2cb4ffa,I made a transfer and was charged extra. Why?,transfer_fee_charged
tr_a86f3f2dce,where can i have a virtual card,getting_virtual_card
tr_d89088ad10,something is wrong with my exchange rate charge,card_payment_wrong_exchange_rate
tr_f282c8c45a,Is there restrictions on where I can use my card?,card_acceptance
tr_129ab40ab6,Where are the Mastercard ATMs?,atm_support
tr_d83e415771,I bought something and want the money refunded can I get some help with that?,request_refund
tr_a2603befa4,Is there a way to make my money usable in another country?,exchange_via_app
tr_ad79306a61,Are there charges for cash withdrawals?,cash_withdrawal_charge
tr_4fc529b725,I'm not sure if my pop-up went through.,top_up_failed
tr_b87285c812,My transfer to a beneficiary was rejected.,beneficiary_not_allowed
tr_f1593e5312,I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?,failed_transfer
tr_c9207a1025,What do I have to do to activate my card?,activate_my_card
tr_2038c39fad,What are the uses for disposable cards?,get_disposable_virtual_card
tr_96b331bce7,My transfer didn't work how come?,failed_transfer
tr_bbc013d10b,Is my card denied anywhere?,card_acceptance
tr_861e52411a,"I have made a payment by my card, and its still pending since a long time. Could you please tell me when it will process.",pending_card_payment
tr_a8f5665b1c,Tell me why my topup wouldn't go through?,top_up_failed
tr_5dcefeb6cd,"I no longer want this account, what should I do?",terminate_account
tr_e2f2f38c99,How fast can I transfer something from China?,transfer_timing
tr_1197db5e7b,Why is the refund not on my statement?,Refund_not_showing_up
tr_f1127e4b6d,How can my new card be activated?,activate_my_card
tr_6260d55477,How long will it take to get to the US?,card_delivery_estimate
tr_07ab3fc225,I want to stop my account,terminate_account
tr_15412385b0,I refuse to verify my identity.,why_verify_identity
tr_4b38a0c99f,How long will my transfer be pending?,pending_transfer
tr_3e4db8b745,I made a cash deposit going to my account but it is not there,balance_not_updated_after_cheque_or_cash_deposit
tr_2224487a74,"I just topped up, and the app denied it.",top_up_failed
tr_8f76bfd7c0,how do i get into my account and edit my details,edit_personal_details
tr_35ee289332,My identity hasn't been verified.  Can I use my account?,why_verify_identity
tr_994ef45715,I want to top up with my Apple Watch.,apple_pay_or_google_pay
tr_ac7e22bda3,I've never been to that store.  That's a fraudulent charge.,card_payment_not_recognised
tr_ffabcd0215,Can I add money in intervals to my account?  I will be traveling.,automatic_top_up
tr_349cccfd80,how do I get top up to work for my card,apple_pay_or_google_pay
tr_4d4777caf6,My cards were stolen,lost_or_stolen_phone
tr_bc97e2e8a8,How can my account have money transferred into it?,transfer_into_account
tr_c24e09e503,What cards and currencies can I use?,supported_cards_and_currencies
tr_ad235e0535,What all is needed for the identity verification?,verify_my_identity
tr_cc66c6a1ac,Where can i exchange between GBP and USD,exchange_via_app
tr_dad200fe3b,Is there a charge for using an European bank card for top up?,top_up_by_card_charge
tr_deacb0472b,How long does it take to receive my card?,card_delivery_estimate
tr_f9b6a56fff,I think the top up failed,top_up_failed
tr_ae26534aa1,How do I go about transferring money into my bank account?,transfer_into_account
tr_a47dcca1d3,Why am I not allowed to add a certain beneficiary?,beneficiary_not_allowed
tr_9b9edfaf1d,What is the process to create a disposable virtual card?,get_disposable_virtual_card
tr_ca2b574f6c,what is the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal
tr_9d8174794f,Can it automatically top up my account?,automatic_top_up
tr_310c1b7bed,Can I do more than 10 transactions with a disposable card?,disposable_card_limits
tr_988f41983a,I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,cancel_transfer
tr_4a86ee9411,What is this $1 charge on my account?,extra_charge_on_statement
tr_3c5b5499d3,Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,cash_withdrawal_charge
tr_73814d7bc8,how do I get a disposable virtual card?,get_disposable_virtual_card
tr_adce792b5c,How do I transfer funds if I am paid in GBP?,receiving_money
tr_7ecfabe681,Why can't I get cash out?,declined_cash_withdrawal
tr_9407800f75,The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,pending_cash_withdrawal
tr_1ac08aee96,Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,declined_card_payment
tr_3013c9e189,Can cards be dispatched on a specific date?,card_delivery_estimate
tr_c9d428def0,lost my card in atm,card_swallowed
tr_94c09308a4,Is there an allowance on cards?,card_payment_fee_charged
tr_22545f1ac8,What's the top-up limit?,top_up_limits
tr_df2e1ff390,how do I know where I can get money withdrawn?,atm_support
tr_f6b3c0129f,Can you tell me what I need to do to have my pin changed?,change_pin
tr_abd15ffa49,What are the reasons for my beneficiary not being allowed?,beneficiary_not_allowed
tr_4f4ed49945,"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",balance_not_updated_after_cheque_or_cash_deposit
tr_a8a27244ef,I want a real card,order_physical_card
tr_8f1cd6786e,If I want my son to have his own account is that possible?,age_limit
tr_c86dc65614,How do I get my money back for a duplicated charge?,transaction_charged_twice
tr_a4d4dd3fdd,I want my purchases cancelled.,request_refund
tr_4a1ab48393,I didn't set up a direct debit payment on my account.,direct_debit_payment_not_recognised
tr_a9afc86725,I'm seeing a direct debit payment that is not me.,direct_debit_payment_not_recognised
tr_c133437b7f,What is the current exchange fee?,exchange_charge
tr_2d92f62ba7,Why do you keep declining my payment?I tried several times with this card and it is just not working.,declined_card_payment
tr_7ff6b53fbe,I have transferred some money but the balance hasn't changed,balance_not_updated_after_bank_transfer
tr_5be5aa3607,It looks like my card payment was sent back.,reverted_card_payment?
tr_b718f2d818,Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,transaction_charged_twice
tr_9ea6cfa983,"I have lost my phone, what steps can I take to prevent someone using my account?",lost_or_stolen_phone
tr_7936b03064,How long will it take for me to get my card?,card_arrival
tr_bf6e3cc27b,"Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.",Refund_not_showing_up
tr_05b6aa7aa0,Where can I check out the source of available funds in my account?,verify_source_of_funds
tr_946cb362ab,I'm trying to take money from my account but its not letting me. Help!,declined_cash_withdrawal
tr_3e203a1d52,Does it cost money to top up?,top_up_by_card_charge
tr_1a5f21ccdf,Is it possible to get a new card in China?,card_about_to_expire
tr_f0aa7e3140,I do not recognize a direct debit payment that I see on my app,direct_debit_payment_not_recognised
tr_93b85451c3,Help!  I think my phone may be stolen or lost!,lost_or_stolen_phone
tr_b3e6b62a7b,My app says that I'm not verified.,unable_to_verify_identity
tr_e102e04d48,There is an extra 1£ charge on my app. Why did you charge me extra?,extra_charge_on_statement
tr_a6f8b22a03,What is the most that I can top-up to a card?,top_up_limits
tr_fa3dbb8046,The exchange rate was not correct for the item I bought.,card_payment_wrong_exchange_rate
tr_d201bf593a,Why was I charged for payments? You didn't warn me about additional fees.,card_payment_fee_charged
tr_ac6cc4c763,Am I allowed to change my PIN anywhere?,change_pin
tr_1ca97ad2db,"After I make a payment, how long will it be before it transitions from ""pending"" to complete?",pending_card_payment
tr_2f1bd7b0bd,I didn't do a payment and I have it now.,card_payment_not_recognised
tr_deae54eb80,My identity can't be verified.,unable_to_verify_identity
tr_b15d5b76da,How do I stop fraud to my card?,compromised_card
tr_44ff3ac4f4,The atm wouldn't give out cash,declined_cash_withdrawal
tr_c5f8758591,What is the age requirement?,age_limit
tr_ad2848cbb1,Are there any limits to using disposable virtual cards?,disposable_card_limits
tr_1e55f7fae8,Please help my find out why there is an odd direct debit in my records.,direct_debit_payment_not_recognised
tr_b1b121e42c,Google Pay won't let me top up.,apple_pay_or_google_pay
tr_cf3e01973b,Exchange fee help?,exchange_charge
tr_e656473cc7,Is the top-up amount unlimited?,top_up_limits
tr_3c33d0969f,Can I choose when my card is delivered?,card_delivery_estimate
tr_40d561f56b,What is the extra fee that was added when I used the card?,card_payment_fee_charged
tr_9b86315dc3,Can you give me a virtual card?,getting_virtual_card
tr_ca20b3409d,What happens when I am charged twice?,transaction_charged_twice
tr_b01e97ce91,Are there any fiat currencies that you will not work with?,fiat_currency_support
tr_4e7506846f,Can I pick a new PIN?,change_pin
tr_2dbf4d0d6c,Can you please explain how to transfer money using the bank transfer process?,transfer_into_account
tr_87c6cebf17,I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on?,top_up_failed
tr_d387d5e0f2,"I need to transfer something ASAP from China, how long will it take to post to my account?",transfer_timing
tr_f2de566943,I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?,pending_transfer
tr_9330f77a75,Can I use the apple watch to make a top-up?,apple_pay_or_google_pay
tr_310cdcafc0,What should I do about a direct debit that I did not set up?,direct_debit_payment_not_recognised
tr_463d279978,What are the fiat currencies used?,fiat_currency_support
tr_794bc5f5b6,is my pin the same as my passcode,get_physical_card
tr_8e2c9994b5,Where are you present globally?,country_support
tr_1c7c56f157,Can I track my card while it is in the process of delivery?,card_arrival
tr_dedc599ead,Please tell my why I was charged a fee for using my card?,card_payment_fee_charged
tr_d117142592,The exchange rate for the money I took out in a foreign country is wrong.,wrong_exchange_rate_for_cash_withdrawal
tr_d6021b27c8,What are acceptable documents to prove my identity?,verify_my_identity
tr_d6da8e1125,Why do I have a charge for an ATM withdrawal? I thought these were free?,cash_withdrawal_charge
tr_279c733853,My virtual card isn't working.,virtual_card_not_working
tr_19eb647f3d,How much does currency exchange cost?,exchange_charge
tr_2acfc61ad6,Is the 1 pound charge going to be reimbursed on my card?,extra_charge_on_statement
tr_29ac242238,What do I do if I think someone has used my card without permission? I can see a few transactions I don't recognize.,compromised_card
tr_8450de1765,How can my friend give me money?,receiving_money
tr_08fb574101,Is currency exchange possible?,exchange_via_app
tr_d5df136359,There is a card payment that I'm not recognizing.,card_payment_not_recognised
tr_7b85206600,I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,failed_transfer
tr_99e8607b1a,What are the sources for the funds in my account?,verify_source_of_funds
tr_96de4fa61f,Am I able to get a refund for something I bought?,request_refund
tr_22f2df6bf3,What is the reason for my beneficiary to be disallowed?,beneficiary_not_allowed
tr_02d553fc5d,Am I allowed to carry an additional card?,getting_spare_card
tr_22aaf06128,"My mother deposited a cheque into my account last week, why is it still not showing up?",balance_not_updated_after_cheque_or_cash_deposit
tr_b45f5c20d6,Can I have multiple currencies in my account?,fiat_currency_support
tr_0075947e4e,I was wondering if I could get a second card on this account? I would like my daughter to have one.,getting_spare_card
tr_e3cdc91848,Why is it failing to top-up?,top_up_failed
tr_bc048abb47,"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",card_payment_fee_charged
tr_6da212b1a7,I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,pending_top_up
tr_c7e637d14b,How much for an actual card?,order_physical_card
tr_ddcc4aec93,"So, I am in the middle of purchasing a flat. I need the money for the first mortgage payment and it is not going through. I keep receiving an error. Can you find out what's going on and help me complete this transfer?",failed_transfer
tr_6aeedc5a24,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,card_payment_wrong_exchange_rate
tr_6a20de2015,Why has transferring money resulted in a charge?,transfer_fee_charged
tr_e69ac9c0fd,Why can't I get my top up to work in Apple Pay?,apple_pay_or_google_pay
tr_7691ea302c,I want to deposit my check to top up my account,top_up_by_cash_or_cheque
tr_8db54056dc,I would like to move money from one account to another to top off my account. Can you explain how I can do that?,transfer_into_account
tr_778befd72b,I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,top_up_failed
tr_e5bc39ec8c,I cant find my card.,lost_or_stolen_card
tr_ee3d5168cc,Why would my card payment not work?,declined_card_payment
tr_0b4347e24b,Can I cancel a transfer I made,cancel_transfer
tr_3b33d7e9f3,I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient
tr_85201cfb27,Do you charge a fee for topping up a card?,top_up_by_card_charge
tr_90f1c7e751,How do I replace a stolen card?,lost_or_stolen_card
tr_6833f63b68,"How long do EU transfers take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",pending_transfer
tr_802f7cb54c,Could you inform me as to why I have been charged a higher fee for doing banking abroad.,transfer_fee_charged
tr_77c0600ff1,I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives,top_up_failed
tr_3b33cf7ccf,"I just transferred some money into my account and do not see it updated yet, can you assist?",balance_not_updated_after_bank_transfer
tr_a2af04889d,"i dont recognise some of these transactions, i think someone has my card details",compromised_card
tr_d7ebcc7ecf,How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately.,transfer_not_received_by_recipient
tr_49667da64c,"Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account?",declined_cash_withdrawal
tr_2ffb704892,I need to know if everything is okay here. After making a transfer from a UK account it doesn't show up. How long does this normally take to process?,balance_not_updated_after_bank_transfer
tr_5446730740,How can I get disposable virtual cards?,get_disposable_virtual_card
tr_01e02c8ee4,I want to take back my transaction,cancel_transfer
tr_c53f058d43,What steps do I do to transfer money using my credit card?,topping_up_by_card
tr_3b35ad3f76,Why was I charged extra using my card?,card_payment_fee_charged
tr_c40c53daa6,Can someone please explain to me where my source of funds came from?,verify_source_of_funds
tr_246281da8c,It says pending status for my payment. Why?,pending_card_payment
tr_1dba26b8e8,I got charged two times for a transaction,transaction_charged_twice
tr_d046fc3bae,What is the source of funds for my money?,verify_source_of_funds
tr_e9cf66b2de,I would like to know which fiat currencies are recognized by your organization.,fiat_currency_support
tr_1a43e911d6,How do I link the new card that I just got from you guys?,card_linking
tr_e712e2ee17,Why is there an extra charge on my statement.,extra_charge_on_statement
tr_e4da939075,I found a transfer fee - is that correct?,transfer_fee_charged
tr_07742d4c81,My transfer is failing when I try to do it.,failed_transfer
tr_8c2d275018,"i accidentally entered in my retailers information, what should i do next",transfer_not_received_by_recipient
tr_3232744fbc,I've forgotten my passcode. Can I reset?,passcode_forgotten
tr_d18abd5719,Are you available in my country?,country_support
tr_5ad87eb7b8,"I want to start using my card, how do I activate it?",activate_my_card
tr_327256977e,My disposable virtual card got rejected,virtual_card_not_working
tr_e2e81065bb,I think that there is a payment on my card that I did not authorize.  I don't recognize the name attached to the transaction.,card_payment_not_recognised
tr_6f1d200780,Why does my statement have an extra fee?,extra_charge_on_statement
tr_987ef688e5,What does it cost to receive a SEPA transfer?,top_up_by_bank_transfer_charge
tr_a9cbc2cd21,Is there a location where I can change my PIN?,change_pin
tr_90b11cb31d,Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet...,balance_not_updated_after_bank_transfer
tr_e62128f495,Tried using my ATM card earlier at one of your locations for the first time.  It didn't work.  What is going on?,declined_cash_withdrawal
tr_26db3cf7c7,The exchange rate for my payment last Saturday must be wrong because I was charged extra.,card_payment_wrong_exchange_rate
tr_2c327bd00a,Is topping up free?,top_up_by_card_charge
tr_1a4f54dcd6,Why is it necessary to verify the top up?,verify_top_up
tr_94bb933cbe,The ATM won't give me my card back. I need it back now!,card_swallowed
tr_418c8e7ba1,Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,cash_withdrawal_charge
tr_c15b7bc73c,I think the exchange rate for my for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
tr_55b40362e5,What are the disposable cards used for?,get_disposable_virtual_card
tr_c707ac7cd9,How many digits identify the top-up verification code?,verify_top_up
tr_c86f8205cd,There is a duplicate payment on my card. Why?,transaction_charged_twice
tr_1aacdd3e99,I've tried using my card multiple times and it keeps getting declined.,declined_card_payment
tr_2b00c4acda,What do I need to do to transfer money with my credit card?,topping_up_by_card
tr_cc907825b3,Why was I charged a higher exchange rate when I bought something abroad?,card_payment_wrong_exchange_rate
tr_dd693a3b82,"I've been waiting since Friday, where is my money?",transfer_not_received_by_recipient
tr_f1b5fde136,Are cards issued to people living in the US?,country_support
tr_6fee67b031,I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,transfer_not_received_by_recipient
tr_38611b343c,Help me.  My phone has been lost or stolen!,lost_or_stolen_phone
tr_225ec9b665,"What about an auto top-up, is that a option?",automatic_top_up
tr_710b2ea326,"I purchased something and the seller hasn't received the money yet, but it has been deducted from my account.",reverted_card_payment?
tr_1f62ff5f20,What kind of fiat currencies are supported for holding and exchange?,fiat_currency_support
tr_8031d1fad9,"As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far.",pending_transfer
tr_2dbc8259b1,Please explain to me how to know where my funds are from.,verify_source_of_funds
tr_b87d865ecc,what cards and currencies are accepted?,supported_cards_and_currencies
tr_fa93b08829,If I order a card when does it arrive?,card_delivery_estimate
tr_5b997843b9,Could you explain why my card payment did not work?,declined_card_payment
tr_6eaa30eda6,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,card_payment_wrong_exchange_rate
tr_c0a6e7b8e0,Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient
tr_56fb2f8d33,Why hasn't my card payment cleared yet?,pending_card_payment
tr_3aa50bfcdc,How low does the balance have to be before the system updates?,automatic_top_up
tr_3900e47e15,Do you know why my card payment has been declined?,declined_card_payment
tr_0fafe35cb8,Why wouldn't a transfer go through?,failed_transfer
tr_2a3adbed10,Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,pending_top_up
tr_546b7eb77d,How is the current exchange rate?,exchange_rate
tr_0353673b6c,Can I link my card I previously received?,card_linking
tr_e4961db36a,"I need to know this, where do my funds come from?",verify_source_of_funds
tr_cf3f53311f,Who is giving me my money?,verify_source_of_funds
tr_0f66f660a9,Please tell me how to change my pin.,change_pin
tr_d2ab4e275e,I bought some things in the morning but the payment shows as pending,pending_card_payment
tr_1e5b999777,Do you have support for flat currencies?,fiat_currency_support
tr_6ebbdd35f8,I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,card_payment_fee_charged
tr_19e8da71ac,I am unable to access my app due to forgetting my passcode.,passcode_forgotten
tr_b12d99c37f,Why didn't my transfer get to the recipient?,transfer_not_received_by_recipient
tr_537a79506e,Why are there fees for using a card?,card_payment_fee_charged
tr_bac22b26ce,I need to know the if there is a limit on the amount for auto top-up.,automatic_top_up
tr_f425baaf8f,"Now that I have my card, how do I connect it to the app?",card_linking
tr_82d28fcca0,My identity can't be verified for some reason,unable_to_verify_identity
tr_0de8960b2e,Help me unblock my account.  I entered the PIN wrong too many times.,pin_blocked
tr_8f0275a0b2,Can you tell me why my transfer declined?,declined_transfer
tr_ed31ece1fb,Why is my withdrawl to cash still pending?,pending_cash_withdrawal
tr_a2915ee4d6,What are the policies of disposable cards?,disposable_card_limits
tr_11f6fe8271,An extra fee has been added to my card payment is this correct?,card_payment_fee_charged
tr_1d1bbfc92b,Why can't I see my top up?,topping_up_by_card
tr_75fd56a19d,I cannot get my virtual card to function.,virtual_card_not_working
tr_faf34d7460,Am I limited on the amount of disposable cards I can possess?,disposable_card_limits
tr_c10e1d1392,"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",wrong_amount_of_cash_received
tr_3970b2a9bb,Where do I access the auto top-up function?,automatic_top_up
tr_25df1cd71d,What is the first step I need to make for being able to access my account?,why_verify_identity
tr_bdd1e5ef12,"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",card_payment_fee_charged
tr_63f2c00256,How do I get a refund for something I bought?,request_refund
tr_a71587d75f,I used an ATM and there was an extra charge.,cash_withdrawal_charge
tr_0119886fad,I have a payment which has not been approved.,pending_card_payment
tr_8209b472d4,Card payment still pending.,pending_card_payment
tr_c719d958ef,I sent payment with EU transfer and they still haven't received it. How long does it take?,pending_transfer
tr_11f3a80d0f,I sent some money and the account hasn't recived the transfer I made.,transfer_not_received_by_recipient
tr_d53a3d472c,What do i do to get a physical card?,order_physical_card
tr_38bdb25c1b,"I think my pin has been compromised, what do I do?",change_pin
tr_5c742397c4,What is the reason for the fee charge on my transfer?,transfer_fee_charged
tr_a00757c50f,Can I choose between Mastercard and Visa?,visa_or_mastercard
tr_ac66365819,I'm not certain my top-up went through yet.,pending_top_up
tr_0a444a1872,How do I top-up while traveling?,automatic_top_up
tr_10f0960187,Where is an ATM?,atm_support
tr_913e023619,how do I ask for a physical card?,order_physical_card
tr_3177a904a9,Does the app allow for exchanges between currencies?,exchange_via_app
tr_9e9a90c295,I have zero dollars in my account. Can I submit additional funds via bank transfer?,transfer_into_account
tr_e820717a81,What areas are cards delivered to?,order_physical_card
tr_5619c5e286,Where should I look for my PIN number at?,get_physical_card
tr_6ceeedd1ff,"Hello.  I ran into a problem with a transfer this morning.  I was trying to send money to some friends but when I tried to send it, the transfer failed.  I don't know what is causing the transfer to be rejected.  Please let me know what is causing the problem.  Thanks.",failed_transfer
tr_bfbc0ffec0,How do i find my top-up card's verification code?,verify_top_up
tr_348a3d6948,Will there be a charge for exchanging foreign currency?,exchange_charge
tr_c4acb0271c,Is my card frozen?,card_not_working
tr_8e515b96b8,I don't know what a pending payment is.,pending_card_payment
tr_014312118f,How do I verify the top up?,verify_top_up
tr_269ef40d90,I forgot my PIN and now it is blocked.,pin_blocked
tr_60cbab85cd,"Someone has access to my card info.  I still have the card, but someone just withdrew cash.  How do I get this corrected/stopped?!",cash_withdrawal_not_recognised
tr_90c7f2896e,I don't think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate
tr_f3bd5b5079,you got the exchange rate wrong for my cash withdrawal,wrong_exchange_rate_for_cash_withdrawal
tr_aa18b05c4a,I just replaced my phone so do I have to make a new account?,lost_or_stolen_phone
tr_12a0243952,My card seems to not be working at all.,card_not_working
tr_da1977c17d,I checked my statement and am being charged one pound. Where did this charge come from?,extra_charge_on_statement
tr_4c8734edf1,Are there certain cards and currencies you support?,supported_cards_and_currencies
tr_0dfd9e2cd5,Why was my card charged when topping off my balance but it's not showing up in my wallet balance?,topping_up_by_card
tr_4ed7806414,Transaction showing up many times.,transaction_charged_twice
tr_e048a51601,I messed up and made a transaction using the wrong account.,cancel_transfer
tr_3a04d2197b,If I live outside of the UK am I still eligible for a card?,country_support
tr_ac54ee3366,"For SEPA transfers, what kind of charge will be applied?",top_up_by_bank_transfer_charge
